Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
32,0.5085,0.6417,3.1894,0.3107,0.3995,0.3107,0.2963,0.2508,0.3370,0.6608,0.2084,0.6635,0.3200,0.4099,0.1171,0.6381,0.1044,0.1486,0.7124,0.2339,0.1832,0.4000
33,0.5059,0.6422,3.2333,0.3143,0.3970,0.3143,0.2992,0.2546,0.2957,0.6696,0.1685,0.6559,0.3200,0.4123,0.1729,0.6627,0.0925,0.1359,0.7427,0.2266,0.2285,0.4000
34,0.4936,0.6487,3.2918,0.3182,0.4116,0.3182,0.3036,0.2600,0.2984,0.6608,0.1889,0.6800,0.2950,0.3905,0.1418,0.6529,0.0935,0.1652,0.7573,0.2405,0.2499,0.3911
35,0.4865,0.6531,3.3099,0.3132,0.3962,0.3132,0.3040,0.2512,0.3140,0.6344,0.1957,0.6663,0.3406,0.4063,0.1493,0.6302,0.1077,0.1339,0.5449,0.2226,0.2412,0.3733
36,0.4816,0.6541,3.2864,0.3187,0.3922,0.3187,0.3104,0.2554,0.2351,0.6564,0.1986,0.6821,0.3080,0.3775,0.1719,0.6686,0.1314,0.1613,0.6034,0.2385,0.2420,0.4000
37,0.4785,0.6557,3.3306,0.3134,0.4032,0.3134,0.3001,0.2547,0.2388,0.6608,0.1772,0.7019,0.3438,0.3570,0.1805,0.6302,0.1079,0.1613,0.7584,0.2452,0.2139,0.4489
38,0.4778,0.6564,3.3322,0.3182,0.3953,0.3182,0.3091,0.2553,0.2130,0.6696,0.1908,0.6358,0.3492,0.4384,0.1923,0.6400,0.1195,0.1496,0.6315,0.2412,0.2237,0.4844
39,0.4692,0.6613,3.4031,0.3169,0.3983,0.3169,0.3056,0.2556,0.2883,0.6388,0.2006,0.6751,0.3189,0.4056,0.1633,0.6548,0.1155,0.1476,0.6382,0.2299,0.2213,0.3867
40,0.4678,0.6614,3.3747,0.3214,0.3992,0.3214,0.3121,0.2590,0.2525,0.6564,0.2103,0.6684,0.3406,0.4115,0.1568,0.6558,0.1273,0.1711,0.6281,0.2186,0.2341,0.3956
41,0.4687,0.6617,3.4061,0.3197,0.4007,0.3197,0.3080,0.2588,0.2755,0.6344,0.1889,0.6751,0.3297,0.4077,0.1600,0.6460,0.1135,0.1593,0.7000,0.2385,0.2281,0.3822
42,0.4626,0.6643,3.4290,0.3173,0.4020,0.3173,0.3050,0.2573,0.2378,0.6520,0.1938,0.6806,0.3189,0.3921,0.1654,0.6391,0.1089,0.1632,0.7438,0.2465,0.2271,0.4089
43,0.4622,0.6640,3.4708,0.3168,0.4013,0.3168,0.3063,0.2562,0.2635,0.6520,0.2132,0.6754,0.3232,0.3974,0.1676,0.6499,0.1128,0.1486,0.6607,0.2332,0.2273,0.4089
44,0.4569,0.6658,3.4410,0.3242,0.4022,0.3242,0.3143,0.2631,0.3039,0.6167,0.1977,0.6724,0.3059,0.3955,0.1697,0.6529,0.1266,0.1574,0.7483,0.2272,0.2365,0.4178
45,0.4593,0.6668,3.4929,0.3179,0.3995,0.3179,0.3077,0.2564,0.2672,0.6300,0.2132,0.6772,0.3048,0.4041,0.1686,0.6460,0.1147,0.1808,0.6348,0.2233,0.2307,0.3778
46,0.4565,0.6676,3.4501,0.3211,0.3998,0.3211,0.3076,0.2606,0.2856,0.6696,0.1947,0.6736,0.3156,0.4163,0.1600,0.6588,0.1128,0.1720,0.7135,0.2312,0.2194,0.4178
47,0.4552,0.6682,3.4857,0.3173,0.3979,0.3173,0.3053,0.2558,0.2837,0.6300,0.2045,0.6806,0.3037,0.4106,0.1525,0.6558,0.1119,0.1867,0.6225,0.2213,0.2223,0.3956
48,0.4573,0.6672,3.4687,0.3225,0.3951,0.3225,0.3129,0.2603,0.2948,0.6564,0.1928,0.6556,0.3004,0.4106,0.1826,0.6529,0.1284,0.1574,0.7258,0.2259,0.2269,0.4044
49,0.4533,0.6687,3.4797,0.3219,0.4018,0.3219,0.3087,0.2618,0.2571,0.6432,0.2055,0.6717,0.3221,0.4096,0.1697,0.6627,0.1092,0.1632,0.7337,0.2339,0.2369,0.4133
50,0.4539,0.6695,3.5178,0.3186,0.4005,0.3186,0.3062,0.2580,0.2764,0.6300,0.2132,0.6797,0.3221,0.4068,0.1418,0.6568,0.1130,0.1662,0.6955,0.2233,0.2201,0.4000
51,0.4505,0.6701,3.4994,0.3208,0.4017,0.3208,0.3097,0.2598,0.2819,0.6344,0.2006,0.6739,0.3145,0.4029,0.1611,0.6499,0.1109,0.1672,0.6573,0.2306,0.2523,0.3911
52,0.4527,0.6681,3.5031,0.3184,0.3978,0.3184,0.3069,0.2570,0.2626,0.6344,0.1996,0.6836,0.3308,0.4034,0.1654,0.6607,0.1200,0.1672,0.6629,0.2219,0.2141,0.4044
53,0.4501,0.6702,3.5217,0.3212,0.4011,0.3212,0.3093,0.2604,0.3049,0.6388,0.1986,0.6800,0.3037,0.4068,0.1579,0.6489,0.1166,0.1662,0.7034,0.2259,0.2264,0.4044
54,0.4510,0.6702,3.5008,0.3210,0.3985,0.3210,0.3098,0.2598,0.2516,0.6476,0.2055,0.6766,0.3156,0.4005,0.1622,0.6529,0.1157,0.1642,0.6944,0.2346,0.2420,0.4044
55,0.4491,0.6711,3.5242,0.3179,0.4033,0.3179,0.3058,0.2573,0.2590,0.6300,0.1986,0.6921,0.3113,0.3967,0.1633,0.6519,0.1120,0.1799,0.6663,0.2299,0.2245,0.4044
56,0.4494,0.6711,3.5136,0.3210,0.3996,0.3210,0.3093,0.2599,0.2764,0.6388,0.2074,0.6873,0.3026,0.3953,0.1697,0.6558,0.1212,0.1799,0.6966,0.2385,0.2194,0.3911
57,0.4488,0.6710,3.5291,0.3205,0.4004,0.3205,0.3097,0.2595,0.2654,0.6344,0.2025,0.6696,0.3200,0.4034,0.1590,0.6499,0.1123,0.1740,0.6787,0.2359,0.2458,0.3956
58,0.4508,0.6711,3.5243,0.3208,0.4010,0.3208,0.3101,0.2596,0.2810,0.6344,0.2006,0.6745,0.3102,0.4082,0.1568,0.6450,0.1108,0.1828,0.6494,0.2219,0.2508,0.3911
59,0.4505,0.6708,3.5237,0.3197,0.3987,0.3197,0.3084,0.2584,0.2571,0.6432,0.2055,0.6803,0.3200,0.4065,0.1676,0.6460,0.1147,0.1730,0.6629,0.2346,0.2300,0.3867
