Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_Acc_pedestrian,Val_Acc_light,Val_Acc_sport,Val_Acc_utility
19,0.5793,0.7044,0.8563,0.6493,0.6780,0.6493,0.6198,0.2320,0.1553,0.8112,0.6860
20,0.5725,0.7060,0.8535,0.6556,0.6916,0.6556,0.6254,0.2279,0.1475,0.8018,0.7189
21,0.5641,0.7090,0.8220,0.6581,0.6991,0.6581,0.6310,0.2391,0.1596,0.7534,0.7817
22,0.5575,0.7117,0.8245,0.6628,0.6995,0.6628,0.6349,0.2629,0.1480,0.7843,0.7535
23,0.5513,0.7128,0.8026,0.6672,0.6886,0.6672,0.6490,0.3543,0.2042,0.7473,0.7757
24,0.5483,0.7134,0.8270,0.6680,0.6959,0.6680,0.6424,0.3274,0.1487,0.7860,0.7512
25,0.5444,0.7155,0.8084,0.6679,0.7022,0.6679,0.6440,0.3268,0.1586,0.7679,0.7713
26,0.5416,0.7171,0.8242,0.6687,0.6984,0.6687,0.6435,0.3288,0.1568,0.7953,0.7385
27,0.5323,0.7199,0.8557,0.6607,0.7021,0.6607,0.6267,0.3088,0.1054,0.8660,0.6457
28,0.5200,0.7253,0.7819,0.6780,0.7086,0.6780,0.6548,0.3526,0.1682,0.7912,0.7610
29,0.5218,0.7250,0.7754,0.6772,0.7146,0.6772,0.6546,0.3190,0.1799,0.7746,0.7841
30,0.5150,0.7277,0.7679,0.6824,0.6976,0.6824,0.6637,0.4066,0.2133,0.8098,0.7238
31,0.5110,0.7289,0.7814,0.6808,0.7047,0.6808,0.6583,0.4270,0.1581,0.7976,0.7469
32,0.5083,0.7292,0.7717,0.6769,0.7054,0.6769,0.6571,0.3621,0.1981,0.7608,0.7856
33,0.5046,0.7316,0.7982,0.6785,0.7043,0.6785,0.6533,0.3899,0.1495,0.8254,0.7160
34,0.5026,0.7305,0.7751,0.6803,0.7147,0.6803,0.6581,0.3522,0.1746,0.7722,0.7899
35,0.4958,0.7347,0.7677,0.6849,0.7090,0.6849,0.6630,0.4113,0.1725,0.8034,0.7502
36,0.4941,0.7350,0.7542,0.6871,0.7045,0.6871,0.6700,0.4895,0.2019,0.7902,0.7467
37,0.4906,0.7366,0.7528,0.6881,0.7126,0.6881,0.6706,0.4429,0.2012,0.7683,0.7882
38,0.4888,0.7372,0.7513,0.6880,0.7114,0.6880,0.6692,0.4161,0.1996,0.7863,0.7715
39,0.4891,0.7380,0.7597,0.6864,0.7127,0.6864,0.6667,0.4327,0.1812,0.7739,0.7846
40,0.4884,0.7372,0.7619,0.6867,0.7119,0.6867,0.6645,0.3964,0.1796,0.8100,0.7481
41,0.4826,0.7392,0.7525,0.6889,0.7086,0.6889,0.6731,0.5034,0.2088,0.7666,0.7767
42,0.4824,0.7396,0.7632,0.6885,0.7129,0.6885,0.6671,0.4062,0.1809,0.8007,0.7623
43,0.4812,0.7399,0.7487,0.6903,0.7104,0.6903,0.6718,0.4698,0.1948,0.7929,0.7589
44,0.4805,0.7403,0.7704,0.6870,0.7114,0.6870,0.6634,0.4219,0.1718,0.8432,0.7031
45,0.4765,0.7416,0.7551,0.6901,0.7131,0.6901,0.6708,0.4419,0.1913,0.7868,0.7736
46,0.4726,0.7439,0.7576,0.6898,0.7135,0.6898,0.6685,0.4205,0.1837,0.8149,0.7438
47,0.4732,0.7436,0.7528,0.6919,0.7153,0.6919,0.6717,0.4171,0.1941,0.8053,0.7597
48,0.4721,0.7444,0.7553,0.6919,0.7117,0.6919,0.6720,0.4552,0.1915,0.8133,0.7417
49,0.4689,0.7438,0.7464,0.6941,0.7137,0.6941,0.6760,0.4623,0.2029,0.7932,0.7683
50,0.4698,0.7446,0.7411,0.6930,0.7147,0.6930,0.6770,0.5007,0.2083,0.7689,0.7861
