Epoch,Train_Loss,Train_Acc,Val_Loss,Val_Acc,Val_Precision,Val_Recall,Val_F1,Val_MCC,Val_Acc_bicycle,Val_Acc_polaris,Val_Acc_pickup,Val_Acc_gle350,Val_Acc_scooter,Val_Acc_cx30,Val_Acc_ev,Val_Acc_motorcycle,Val_Acc_mustang,Val_Acc_forester,Val_Acc_background,Val_Acc_walk,Val_Acc_miata,Val_Acc_warhog
38,0.4217,0.6593,4.1394,0.2957,0.4407,0.2957,0.2806,0.2293,0.1754,0.6312,0.2035,0.5693,0.4573,0.3080,0.1562,0.6253,0.0643,0.2007,0.6809,0.3042,0.2417,0.2170
39,0.4227,0.6598,4.2131,0.3133,0.4582,0.3133,0.2899,0.2514,0.1540,0.6438,0.2050,0.6925,0.4004,0.2503,0.1587,0.6641,0.0740,0.2691,0.7899,0.2722,0.2481,0.1604
40,0.4152,0.6617,4.1928,0.3124,0.4613,0.3124,0.2931,0.2506,0.1991,0.6312,0.2196,0.6726,0.3370,0.2176,0.1209,0.6227,0.0807,0.3375,0.7854,0.3111,0.2678,0.1604
41,0.4114,0.6652,4.2180,0.3067,0.4318,0.3067,0.2899,0.2389,0.1209,0.6375,0.2064,0.6415,0.4114,0.2759,0.1461,0.6641,0.0854,0.2452,0.6708,0.2500,0.2615,0.2264
42,0.4099,0.6644,4.2250,0.3140,0.4436,0.3140,0.2932,0.2488,0.1659,0.6375,0.2240,0.6798,0.4201,0.2675,0.1788,0.6305,0.0792,0.2566,0.7258,0.2556,0.2571,0.1887
43,0.4032,0.6696,4.2456,0.3128,0.4331,0.3128,0.2971,0.2440,0.1256,0.6312,0.1977,0.6488,0.3851,0.2643,0.1562,0.6227,0.0889,0.3273,0.6022,0.2833,0.2980,0.1981
44,0.3805,0.6795,4.4111,0.3192,0.4397,0.3192,0.3049,0.2505,0.1967,0.6188,0.2240,0.6422,0.3414,0.3259,0.1612,0.6331,0.0936,0.2896,0.6618,0.2639,0.2595,0.1887
45,0.3722,0.6820,4.4611,0.3241,0.4570,0.3241,0.3034,0.2596,0.1327,0.6000,0.2225,0.6814,0.3348,0.2740,0.1486,0.6408,0.0757,0.3273,0.7528,0.2944,0.2993,0.1792
46,0.3706,0.6845,4.5037,0.3145,0.4431,0.3145,0.2972,0.2478,0.1730,0.6500,0.2343,0.6810,0.3195,0.2601,0.1662,0.6357,0.0861,0.3170,0.6427,0.2625,0.2745,0.2075
47,0.3662,0.6867,4.3823,0.3206,0.4434,0.3206,0.3030,0.2543,0.2180,0.6562,0.2152,0.6944,0.3195,0.2808,0.1814,0.6227,0.0881,0.3033,0.6843,0.2472,0.2682,0.1981
48,0.3636,0.6878,4.5604,0.3232,0.4467,0.3232,0.3068,0.2565,0.1280,0.6312,0.2064,0.6752,0.3720,0.2999,0.1713,0.6331,0.0923,0.3489,0.6753,0.2611,0.2702,0.1698
49,0.3618,0.6892,4.6699,0.3308,0.4468,0.3308,0.3149,0.2632,0.1256,0.6188,0.2269,0.6695,0.3260,0.3048,0.1587,0.6382,0.0928,0.3501,0.7157,0.2625,0.3063,0.1604
50,0.3623,0.6904,4.6950,0.3153,0.4410,0.3153,0.2953,0.2478,0.1351,0.6188,0.2167,0.6960,0.3085,0.2649,0.1940,0.6357,0.0834,0.3170,0.6764,0.2639,0.2635,0.2075
51,0.3592,0.6905,4.6660,0.3231,0.4405,0.3231,0.3049,0.2570,0.1185,0.6250,0.2108,0.7013,0.3260,0.2429,0.1965,0.6357,0.1005,0.3227,0.7258,0.2667,0.2889,0.1981
52,0.3576,0.6913,4.6490,0.3211,0.4361,0.3211,0.3026,0.2558,0.1635,0.6500,0.2460,0.6683,0.3063,0.2701,0.1763,0.6279,0.0874,0.3033,0.7865,0.2625,0.2752,0.1887
53,0.3553,0.6919,4.6541,0.3218,0.4474,0.3218,0.3000,0.2546,0.1493,0.6188,0.2182,0.7336,0.3282,0.2750,0.1612,0.6227,0.0834,0.3409,0.6393,0.2319,0.2725,0.1887
54,0.3458,0.6981,4.9741,0.3195,0.4395,0.3195,0.3022,0.2518,0.1469,0.6125,0.2269,0.6891,0.2779,0.2756,0.2116,0.6382,0.0906,0.3398,0.6607,0.2444,0.2765,0.1698
55,0.3426,0.6996,4.8078,0.3289,0.4534,0.3289,0.3115,0.2627,0.1398,0.6188,0.2255,0.7021,0.3042,0.2857,0.1889,0.6279,0.1025,0.3387,0.7416,0.2403,0.2722,0.1981
56,0.3386,0.7000,4.9640,0.3171,0.4413,0.3171,0.2993,0.2501,0.1445,0.6062,0.2138,0.6718,0.3217,0.2886,0.2040,0.6486,0.0839,0.3124,0.6831,0.2444,0.2695,0.1981
57,0.3378,0.7019,4.9793,0.3225,0.4453,0.3225,0.3044,0.2560,0.1114,0.6062,0.2284,0.7067,0.3217,0.2720,0.1763,0.6382,0.0953,0.3501,0.6798,0.2292,0.2732,0.1887
58,0.3313,0.7054,5.0427,0.3259,0.4385,0.3259,0.3099,0.2564,0.0877,0.6250,0.2240,0.6718,0.3042,0.2990,0.2015,0.6460,0.1030,0.3569,0.6629,0.2333,0.2903,0.1698
59,0.3295,0.7056,5.0350,0.3234,0.4309,0.3234,0.3067,0.2546,0.1090,0.6188,0.2284,0.6733,0.2823,0.2831,0.1940,0.6382,0.1023,0.3580,0.7011,0.2292,0.2819,0.1887
60,0.3284,0.7064,5.0668,0.3252,0.4456,0.3252,0.3074,0.2569,0.1232,0.6125,0.2313,0.7086,0.2757,0.2821,0.1738,0.6460,0.1005,0.3637,0.6517,0.2194,0.2805,0.1887
61,0.3282,0.7071,5.0620,0.3231,0.4389,0.3231,0.3060,0.2549,0.1232,0.6125,0.2269,0.7010,0.2867,0.2772,0.1965,0.6357,0.1013,0.3512,0.6730,0.2194,0.2742,0.1792
62,0.3239,0.7093,5.1075,0.3285,0.4432,0.3285,0.3098,0.2609,0.1114,0.6250,0.2328,0.6971,0.2757,0.2899,0.1990,0.6434,0.0973,0.3512,0.7236,0.2264,0.2852,0.1792
63,0.3243,0.7089,5.1468,0.3231,0.4395,0.3231,0.3068,0.2548,0.1137,0.6125,0.2269,0.6871,0.2757,0.2850,0.2166,0.6357,0.1020,0.3478,0.6775,0.2278,0.2752,0.1887
64,0.3244,0.7084,5.1049,0.3246,0.4427,0.3246,0.3057,0.2567,0.1066,0.6188,0.2357,0.7002,0.2910,0.2918,0.1839,0.6305,0.0918,0.3535,0.6764,0.2236,0.2809,0.1792
